,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
464,A,17,12,W,W,W,L,D,D,11,4,5,9,-19.0
465,H,8,6,W,L,L,L,L,W,-9,-9,2,0,5.0
466,D,7,6,L,D,D,D,L,L,-3,-5,1,0,15.0
467,D,18,14,D,W,W,D,W,D,9,5,4,2,-2.0
468,A,14,8,W,L,W,L,L,W,4,-2,6,3,-1.0
469,H,7,12,L,D,W,W,D,L,-9,1,-5,-1,7.0
470,H,18,10,W,L,W,L,D,D,8,-1,8,6,-1.0
471,D,7,7,D,L,L,D,D,L,-9,-5,0,1,5.0
472,H,11,14,W,W,L,L,D,W,-8,4,-3,3,9.0
473,H,18,12,W,L,W,L,L,D,8,0,6,10,-12.0
474,A,10,19,L,D,D,W,W,D,-1,8,-9,-7,6.0
475,A,14,14,W,D,W,L,W,L,3,2,0,1,5.0
476,H,8,7,D,L,D,D,L,L,-3,-9,1,-1,10.0
477,D,17,19,L,W,W,D,D,W,10,9,-2,-2,-3.0
478,D,12,18,L,W,D,D,W,W,-1,13,-6,-6,5.0
479,H,11,8,W,L,L,D,L,D,0,-9,3,-2,-2.0
480,D,7,15,D,D,L,D,L,D,-9,4,-8,-4,11.0
481,A,8,14,D,D,D,W,W,W,-5,-7,-6,-6,-10.0
482,D,13,5,D,W,L,L,L,L,4,-17,8,7,7.0
483,D,15,14,W,L,L,L,W,D,1,1,1,-2,4.0
484,H,5,12,L,L,L,L,L,W,-17,-3,-7,-3,6.0
485,H,11,7,W,D,L,D,D,L,-7,-9,4,6,-3.0
486,H,17,21,W,L,W,W,W,L,4,9,-4,-3,3.0
487,A,7,13,L,D,L,D,W,L,-10,4,-6,-4,-10.0
488,A,14,11,W,W,W,W,D,L,-7,-2,3,3,-5.0
489,A,19,10,D,D,W,L,L,D,13,-3,9,4,-7.0
490,H,18,8,W,D,L,L,D,D,5,-6,10,5,1.0
491,H,23,17,W,D,D,W,W,W,10,3,6,0,-8.0
492,H,23,18,D,W,W,L,D,L,10,8,5,4,2.0
493,D,21,11,L,W,W,L,W,D,6,-8,10,4,-6.0
494,D,14,23,D,D,W,D,W,W,4,10,-9,-3,17.0
495,H,7,7,L,D,D,L,L,D,-13,-11,0,1,7.0
496,H,14,20,W,W,D,W,W,L,0,7,-6,-1,9.0
497,H,18,6,L,D,L,D,L,L,8,-17,12,6,-12.0
498,D,17,19,W,W,W,L,D,D,3,11,-2,1,10.0
499,D,15,18,D,L,W,W,D,L,1,5,-3,0,10.0
500,A,8,16,L,L,D,D,L,W,-7,0,-8,-1,-15.0
501,H,13,23,L,D,L,L,W,D,-4,8,-10,-2,3.0
502,D,14,15,D,W,L,D,L,W,-1,-9,-1,-5,-6.0
503,D,16,17,D,L,W,W,W,W,0,2,-1,-6,0.0
504,D,19,17,D,W,D,W,D,D,5,5,2,-2,-14.0
505,D,9,16,W,D,L,D,D,L,-16,1,-7,-2,-3.0
506,H,20,10,L,W,W,W,L,D,5,-12,10,4,-6.0
507,H,7,14,L,L,L,D,W,L,-12,-1,-7,-4,1.0
508,A,15,17,D,L,W,L,W,W,-9,2,-2,1,3.0
509,H,20,21,D,L,D,W,L,D,11,10,-1,-1,1.0
510,D,24,23,D,L,W,D,D,L,8,6,1,-2,-4.0
511,H,29,16,W,W,D,W,L,D,12,-2,13,9,-4.0
512,D,15,8,D,W,L,L,L,L,-4,-8,7,6,9.0
513,A,23,9,D,D,L,L,W,D,6,-18,14,4,-5.0
514,A,18,15,D,W,D,D,W,L,5,-4,3,1,6.0
515,D,14,23,L,D,W,W,L,W,-2,6,-9,-5,-2.0
516,A,10,29,L,W,L,W,W,D,-13,12,-19,-8,14.0
517,A,8,23,L,L,L,W,D,L,-8,13,-15,-4,3.0
518,A,21,20,L,W,L,D,D,W,8,5,1,-2,-5.0
519,H,16,15,W,L,D,L,D,L,-2,-10,1,-3,-8.0
520,H,20,10,W,D,D,L,W,L,3,-13,10,3,6.0
521,D,19,25,D,D,W,D,D,L,2,8,-6,5,16.0
522,H,21,20,W,D,L,D,W,D,3,1,1,2,-8.0
523,A,23,15,W,D,D,D,L,D,8,-2,8,4,-3.0
524,D,15,23,L,L,D,L,D,D,-11,4,-8,-1,7.0
525,H,15,21,D,L,D,W,D,L,-2,3,-6,-5,-3.0
526,H,10,20,L,L,W,D,W,D,-14,1,-10,-4,-3.0
527,H,19,20,D,D,W,W,D,D,2,3,-1,5,4.0
528,A,10,10,D,L,W,L,W,L,-18,-13,0,2,3.0
529,H,32,16,W,W,W,D,D,W,14,-4,16,5,-11.0
530,A,21,16,L,L,L,D,L,L,4,-11,5,1,-14.0
531,H,29,24,W,W,W,D,L,D,16,4,5,7,-6.0
532,A,19,28,L,D,D,W,D,D,4,9,-9,-2,16.0
533,A,9,27,L,D,L,W,D,W,-10,7,-18,-9,-6.0
534,D,19,23,W,L,W,L,W,D,-2,7,-4,-1,1.0
535,D,33,22,D,W,W,W,D,D,14,4,11,0,-17.0
536,H,21,13,L,L,L,W,L,L,4,-13,8,-3,-16.0
537,D,20,18,L,D,W,W,D,L,0,-1,2,-3,11.0
538,H,20,13,L,W,D,W,L,L,1,-13,7,0,-1.0
539,A,19,21,W,D,D,L,L,L,-3,4,-2,5,13.0
540,H,30,19,W,W,D,L,L,D,8,3,11,5,-9.0
541,H,16,20,W,W,L,D,W,L,-7,-2,-4,2,3.0
542,H,24,23,L,W,W,D,W,D,2,4,1,-2,-8.0
543,D,19,30,W,D,L,D,W,W,-10,16,-11,-6,13.0
544,H,24,33,D,L,W,L,D,W,7,10,-9,-4,3.0
545,D,29,13,D,W,D,L,W,D,9,-20,16,-1,-9.0
546,H,24,9,L,D,L,L,L,D,3,-11,15,2,3.0
547,A,30,30,D,W,W,W,W,D,16,8,0,1,-9.0
548,H,29,23,D,W,D,W,L,W,9,2,6,-2,-12.0
549,A,21,19,W,W,D,L,L,D,1,3,2,3,-11.0
550,H,13,27,L,L,W,W,L,D,-19,4,-14,-2,9.0
551,A,32,33,W,D,W,W,W,W,10,10,-1,-4,-7.0
552,D,14,20,D,L,W,D,W,D,-20,-10,-6,0,-2.0
553,H,27,16,W,W,L,L,W,W,10,-12,11,-3,-9.0
554,H,20,23,L,D,W,L,W,L,-4,1,-3,0,-9.0
555,A,27,9,W,L,W,L,L,L,6,-12,18,9,7.0
556,H,27,21,W,D,L,D,L,L,11,-1,6,3,-14.0
557,A,33,30,L,L,D,L,D,W,9,14,3,-3,1.0
558,H,30,27,L,D,W,W,D,L,14,11,3,2,-4.0
559,A,27,33,W,L,D,L,L,D,4,9,-6,-2,5.0
560,A,22,23,W,L,L,W,L,D,4,-3,-1,-3,13.0
561,A,21,32,L,D,L,L,W,D,-5,9,-11,-6,16.0
562,A,23,30,L,L,W,W,W,W,0,15,-7,-3,15.0
563,D,24,22,D,L,D,L,D,W,0,-1,2,-2,11.0
564,H,12,15,W,L,L,D,D,L,-11,-20,-3,-2,-8.0
565,H,36,19,W,W,W,L,L,L,11,-9,17,9,-3.0
566,H,19,27,W,L,W,L,W,L,-11,5,-8,0,-2.0
567,H,21,16,D,D,W,W,L,L,-10,-17,5,0,-2.0
568,H,33,19,W,L,D,L,L,L,15,-9,14,6,-12.0
569,D,27,27,L,W,L,L,W,L,2,5,0,-5,-4.0
570,A,22,16,L,W,L,L,W,L,1,-21,6,-3,3.0
571,D,21,15,L,L,D,L,D,D,-8,-22,6,-4,7.0
572,A,23,23,L,L,L,D,L,D,-2,-1,0,-5,7.0
573,H,15,26,W,W,L,W,W,L,-9,0,-11,-4,-2.0
574,A,39,30,W,W,W,L,W,W,14,14,9,8,5.0
575,A,19,35,L,W,L,W,L,W,-12,12,-16,-1,6.0
576,D,24,37,W,D,D,D,W,L,-6,10,-13,4,12.0
577,A,24,33,L,D,L,W,W,W,-1,17,-9,-7,19.0
578,H,23,15,D,L,D,W,W,L,-1,-9,8,2,4.0
579,A,30,19,L,W,W,L,W,L,14,-12,11,-2,-4.0
580,H,38,25,W,W,L,D,W,D,13,-6,13,1,-11.0
581,D,38,22,D,D,W,D,L,L,10,-8,16,3,-17.0
582,H,22,23,W,L,L,L,L,L,-9,-5,-1,0,-2.0
583,D,26,28,L,W,W,D,L,L,-5,1,-2,3,-1.0
584,H,28,22,D,L,L,L,L,W,4,0,6,1,-8.0
585,A,19,27,W,L,W,W,L,D,-20,0,-8,1,-3.0
586,H,36,39,W,W,W,L,W,W,18,13,-3,3,-10.0
587,H,22,38,W,L,W,D,D,W,-10,10,-16,4,7.0
588,H,28,19,D,L,L,W,L,W,1,-20,9,-2,-9.0
589,H,22,26,L,L,W,W,D,L,0,2,-4,-5,11.0
590,D,23,33,D,D,L,L,W,L,-8,13,-10,-6,14.0
591,H,23,27,L,L,L,D,L,W,-6,-5,-4,-7,9.0
592,H,30,22,W,W,L,L,W,L,1,-10,8,4,6.0
593,H,18,31,L,W,W,W,D,L,-5,5,-13,2,-7.0
594,H,39,41,L,L,W,W,W,W,11,16,-2,-3,7.0
595,H,25,16,L,D,W,L,D,L,-9,-23,9,3,2.0
596,D,40,38,D,W,W,L,D,D,17,8,2,5,-1.0
597,A,25,39,W,W,L,W,W,W,-8,20,-14,-6,9.0
598,A,19,18,L,W,L,L,W,W,-21,-5,1,-3,12.0
599,D,16,39,L,D,L,L,L,W,-23,11,-23,-6,2.0
600,D,39,25,D,L,D,L,W,W,8,-10,14,-3,-7.0
601,H,42,25,W,W,W,W,L,L,22,2,17,9,-19.0
602,D,23,24,D,L,W,D,D,D,-10,-8,-1,1,-6.0
603,D,27,31,L,D,L,D,W,W,-6,1,-4,-1,-13.0
604,D,31,26,L,W,D,W,L,L,4,-5,5,1,-4.0
605,H,34,28,D,L,W,W,L,D,13,-8,6,-1,-9.0
606,D,41,41,L,W,W,D,D,W,14,17,0,-2,2.0
607,A,29,32,L,W,W,W,D,D,0,2,-3,2,1.0
608,A,42,39,W,W,W,D,L,D,22,8,3,9,-2.0
609,A,17,41,D,L,D,D,D,W,-23,17,-24,-8,11.0
610,A,25,45,D,D,D,W,W,W,-8,23,-20,-11,19.0
611,H,29,19,L,L,W,L,L,L,-1,-24,10,4,-8.0
612,A,28,26,D,L,D,W,D,L,-6,-9,2,-2,-7.0
613,D,35,27,W,W,D,D,W,L,3,-5,8,4,-8.0
614,A,25,44,L,W,L,W,D,D,1,19,-19,-8,18.0
615,H,37,42,W,D,L,D,L,W,17,14,-5,-3,2.0
616,H,24,31,W,W,L,L,D,W,-2,0,-7,5,-15.0
617,H,40,17,D,D,L,L,D,L,8,-25,23,2,-10.0
618,H,26,28,D,L,W,L,W,L,-10,-12,-2,0,-5.0
619,A,32,43,D,L,W,D,W,L,4,13,-11,-2,1.0
620,D,47,29,W,W,D,W,D,L,20,-8,18,1,-8.0
621,H,19,32,L,L,L,L,D,L,-25,2,-13,-2,5.0
622,A,28,27,D,D,W,W,W,W,-5,-1,1,-7,11.0
623,D,32,36,D,L,D,D,W,W,0,3,-4,-1,12.0
624,A,17,40,L,L,D,W,W,D,-26,19,-23,-8,7.0
625,H,45,28,L,W,W,L,D,L,22,-7,17,10,-6.0
626,H,46,25,W,D,W,L,D,D,15,-12,21,3,-9.0
627,H,28,25,L,L,W,L,L,W,-14,0,3,1,-5.0
628,A,42,43,L,D,L,W,D,D,12,9,-1,1,1.0
629,D,27,32,D,W,D,W,L,L,-9,0,-5,-1,5.0
630,D,37,43,D,D,W,W,W,W,3,20,-6,-1,2.0
631,H,25,31,L,L,D,W,L,L,-13,-12,-6,-3,5.0
632,A,22,28,W,L,L,L,L,D,-24,-10,-6,1,10.0
633,H,35,25,W,D,L,L,L,L,2,-2,10,5,0.0
634,A,30,46,W,W,W,W,W,D,0,10,-16,4,2.0
635,D,28,42,D,D,W,L,L,D,-9,8,-14,2,10.0
636,H,49,30,W,W,D,D,W,D,16,-8,19,2,1.0
637,H,32,17,L,L,D,L,L,L,1,-27,15,3,-1.0
638,A,33,48,D,W,L,W,L,W,0,26,-15,-5,8.0
639,A,28,48,L,D,D,D,W,W,-6,20,-20,-4,14.0
640,H,31,35,W,D,D,L,W,D,-8,1,-4,4,-6.0
641,H,51,35,W,D,W,L,W,D,21,1,16,6,-18.0
642,A,17,22,L,L,L,L,W,L,-28,-25,-5,-2,-4.0
643,D,49,28,W,W,W,L,L,D,14,-7,21,6,-13.0
644,H,51,38,W,W,L,D,D,D,29,3,13,3,-7.0
645,D,30,28,L,D,W,W,L,L,-10,-12,2,0,-10.0
646,H,31,31,L,W,L,W,D,D,-13,-8,0,-3,1.0
647,D,43,33,D,L,L,L,D,W,8,-2,10,-2,-5.0
648,A,31,52,W,L,L,W,W,W,-9,18,-21,-9,-4.0
649,H,38,31,D,D,D,L,W,L,3,-13,7,3,-7.0
650,D,29,26,D,W,L,D,L,L,-12,-4,3,4,0.0
651,H,34,44,D,L,D,L,D,W,-2,19,-10,-5,3.0
652,A,35,52,L,L,W,W,W,W,-2,20,-17,-9,17.0
653,A,30,31,L,L,W,D,L,D,-8,-10,-1,3,-5.0
654,H,31,17,L,W,D,L,L,L,-9,-31,14,8,1.0
655,A,55,54,W,W,W,W,W,D,19,24,1,0,9.0
656,H,38,31,W,W,L,L,W,L,3,-10,7,3,5.0
657,D,25,54,W,L,W,W,W,W,-22,31,-29,-6,16.0
658,D,29,44,D,L,L,D,D,L,-7,8,-15,0,12.0
659,H,54,25,W,W,D,W,L,W,24,-22,29,7,-15.0
660,H,29,41,W,D,L,W,L,D,-1,3,-12,-2,12.0
661,H,31,30,L,L,W,D,D,W,-11,-12,1,-2,-13.0
662,H,47,35,W,L,D,L,L,L,20,-4,12,6,-14.0
663,H,45,30,D,D,D,L,L,L,8,-10,15,-3,-1.0
664,H,53,55,D,W,W,L,W,W,20,17,-2,1,-8.0
665,H,57,38,W,W,W,L,W,W,32,-1,19,6,-11.0
666,D,34,34,W,D,L,W,L,W,-8,-8,0,0,-4.0
667,H,34,30,L,W,L,D,D,L,-13,-7,4,3,-1.0
668,D,17,37,L,L,L,W,D,L,-32,-1,-20,-8,4.0
669,H,29,30,W,D,L,L,L,L,-1,-10,-1,-2,15.0
670,H,50,38,W,W,L,L,L,W,24,-5,12,4,-6.0
671,A,30,26,L,D,D,L,D,W,-13,-23,4,-2,3.0
672,H,50,34,W,W,L,W,L,L,24,-10,16,4,-1.0
673,H,30,35,L,D,D,L,L,L,-8,-5,-5,-1,-4.0
674,A,35,56,D,W,L,W,D,W,-8,22,-21,-5,11.0
675,D,55,30,L,L,W,L,L,L,14,-11,25,6,6.0
676,D,35,18,D,W,D,D,L,L,-8,-32,17,5,-3.0
677,A,37,58,W,L,W,D,W,W,-12,32,-21,-4,14.0
678,A,41,60,L,W,L,W,W,W,0,27,-19,-8,6.0
679,H,48,32,W,D,D,W,W,D,10,0,16,-1,-16.0
680,A,38,41,L,L,L,W,D,W,-6,0,-3,-2,3.0
681,A,41,30,W,D,W,L,L,D,0,-15,11,3,-11.0
682,A,29,33,W,L,D,W,L,D,-21,-7,-4,2,1.0
683,D,31,41,D,L,L,L,L,W,-11,-1,-10,-3,-3.0
684,A,19,51,D,D,L,W,W,D,-32,12,-32,-7,9.0
685,A,61,35,W,D,W,L,D,W,36,-9,26,6,-13.0
686,D,34,36,L,W,L,D,D,W,-14,-8,-2,0,-3.0
687,A,35,38,L,L,L,L,L,L,-6,-6,-3,-6,8.0
688,H,59,53,W,W,D,W,W,W,25,28,6,3,-3.0
689,H,56,33,D,L,L,W,L,D,14,-7,23,2,-5.0
690,H,66,35,W,W,W,D,L,W,31,-14,31,11,-5.0
691,H,33,42,W,L,L,D,L,L,-14,-1,-9,1,12.0
692,H,53,29,L,W,W,L,W,L,27,-22,24,2,-11.0
693,A,54,64,W,W,W,W,W,D,14,38,-10,-2,3.0
694,H,19,32,L,D,D,L,L,W,-34,-3,-13,-5,-7.0
695,H,62,41,W,W,W,L,W,D,26,-1,21,5,-6.0
696,D,38,41,W,L,D,W,L,L,-8,-4,-3,1,2.0
697,D,37,35,D,D,D,L,L,L,-8,-8,2,7,-10.0
698,H,40,32,W,L,W,D,D,L,-12,-11,8,7,10.0
699,H,32,37,L,L,W,D,D,D,-3,-8,-5,0,10.0
700,A,41,69,L,L,W,W,W,W,-3,34,-28,-8,7.0
701,A,29,39,L,L,W,D,W,L,-23,-8,-10,-4,3.0
702,H,36,36,L,W,W,W,W,L,-10,-13,0,0,-4.0
703,A,36,43,D,L,L,W,W,L,-8,-11,-7,-8,5.0
704,D,32,56,L,D,D,W,L,W,-13,28,-24,-10,-1.0
705,H,35,22,L,D,L,W,L,D,-17,-33,13,-1,-6.0
706,H,42,54,D,W,L,L,W,W,-4,13,-12,-6,8.0
707,D,42,60,L,D,L,D,W,D,-2,18,-18,-1,-3.0
708,H,69,42,W,W,W,D,W,L,34,-4,27,11,-10.0
709,H,36,32,W,W,L,L,D,D,-13,-13,4,5,15.0
710,H,57,39,D,W,L,W,L,W,28,-8,18,1,-10.0
711,A,22,67,L,W,L,W,L,W,-34,38,-45,-5,12.0
712,H,42,43,W,D,W,D,L,D,-7,-2,-1,6,6.0
713,H,38,29,L,D,D,L,L,L,-10,-24,9,1,-7.0
714,H,46,41,W,W,W,L,L,L,-9,-6,5,8,6.0
715,H,54,38,L,L,W,W,L,D,12,-16,16,2,-3.0
716,D,61,36,D,D,W,L,D,L,18,-9,25,5,-9.0
717,D,36,57,D,W,L,D,W,L,-1,28,-21,-3,14.0
718,A,43,54,D,L,D,L,L,W,-2,12,-11,-7,4.0
719,D,41,38,L,L,L,L,D,D,-6,-10,3,0,-1.0
720,A,29,64,L,L,L,W,D,D,-26,19,-35,-6,6.0
721,D,39,22,L,W,L,L,L,W,-11,-35,17,5,3.0
722,A,38,71,L,W,L,W,W,W,-18,30,-33,-11,4.0
723,D,45,47,L,W,D,D,W,W,-4,-9,-2,-3,-3.0
724,D,39,45,W,L,W,L,W,D,-12,-4,-6,2,8.0
725,A,60,70,W,D,W,W,W,L,31,39,-10,-2,5.0
726,A,57,37,W,L,L,D,L,D,14,-9,20,7,-16.0
727,D,22,43,L,L,W,L,D,L,-35,-3,-21,2,5.0
728,H,71,29,W,W,W,L,L,L,30,-26,42,12,-14.0
729,A,45,39,W,W,D,W,D,W,-6,1,6,3,-6.0
730,H,67,42,W,W,D,D,L,L,22,-8,25,10,2.0
731,A,42,40,D,W,L,D,L,W,-8,-11,2,-1,-6.0
732,H,50,38,W,D,W,L,L,W,-6,-19,12,9,8.0
733,H,78,33,W,W,W,L,L,D,39,-18,45,13,-3.0
734,D,40,67,D,W,D,W,W,D,1,22,-27,-3,9.0
735,H,40,40,W,D,L,D,W,L,-8,-12,0,-5,0.0
736,H,78,50,W,W,W,W,D,W,39,-6,28,2,-13.0
737,H,33,45,L,L,D,L,W,W,-18,-8,-12,-8,-9.0
738,H,43,42,L,L,D,D,W,L,-4,-8,1,-4,-2.0
739,D,42,38,D,L,L,L,L,W,-8,-19,4,-3,2.0
740,A,29,60,L,L,L,L,W,W,-29,14,-31,-6,13.0
741,D,43,24,W,W,D,D,D,L,-5,-35,19,3,7.0
742,A,36,76,W,L,L,W,W,W,-17,43,-40,-8,4.0
743,A,45,61,L,L,W,L,D,W,-9,28,-16,-1,8.0
744,H,68,50,D,W,W,L,W,D,22,-8,18,-1,-4.0
745,H,47,74,D,D,L,L,W,W,-4,31,-27,-6,9.0
746,A,43,43,W,D,L,W,D,W,-10,2,0,-4,-4.0
747,A,40,81,L,D,W,W,W,W,-15,41,-41,-8,18.0
748,H,74,43,L,W,W,W,D,W,31,2,31,1,-17.0
749,A,76,81,W,W,W,W,W,W,43,41,-5,-3,-1.0
750,H,84,43,W,W,W,L,W,D,42,-11,41,8,-14.0
751,H,43,44,L,W,D,D,W,W,1,-5,-1,0,0.0
752,A,64,47,W,L,D,W,D,L,30,-3,17,3,-2.0
753,H,63,45,W,L,W,L,L,L,15,-11,18,3,-10.0
754,H,25,50,D,D,D,W,D,D,-35,-3,-25,-5,1.0
755,H,77,36,W,L,W,L,W,L,32,-18,41,8,-2.0
756,D,76,43,L,W,W,D,L,D,42,-11,33,10,-8.0
757,H,42,71,L,L,D,W,D,W,-10,24,-29,-7,-1.0
758,D,39,29,D,L,L,L,L,L,-22,-30,10,4,-10.0
759,H,50,40,L,L,W,L,L,D,-10,-17,10,3,-5.0
790,D,4,5,W,L,D,D,D,W,0,1,-1,-1,14.0
791,H,7,2,W,W,D,D,L,D,2,-3,5,5,-2.0
792,H,0,4,L,L,L,L,D,W,-6,2,-4,-4,7.0
793,A,1,3,L,D,L,L,W,L,-6,-1,-2,-2,-7.0
794,H,3,3,W,L,L,W,L,L,-3,-1,0,0,8.0
795,D,5,7,D,D,W,W,D,W,1,5,-2,-2,5.0
796,D,7,4,D,W,W,D,L,W,4,3,3,3,-2.0
797,H,5,5,D,D,W,W,D,D,1,1,0,0,-9.0
798,H,7,3,W,D,W,L,W,L,5,-3,4,4,-19.0
799,H,5,4,W,D,D,W,L,D,1,0,1,1,-5.0
800,H,3,6,L,W,L,W,L,W,-2,1,-3,-3,-6.0
801,A,5,6,L,D,W,D,D,D,0,1,-1,-1,4.0
802,H,7,10,W,L,D,W,W,W,3,3,-3,-3,4.0
803,D,8,4,D,D,W,W,D,L,4,-2,4,4,-18.0
804,A,8,6,W,D,D,W,W,L,2,-2,2,2,-13.0
805,A,4,6,L,D,L,L,L,W,1,3,-2,-2,-1.0
806,H,2,5,L,D,L,L,D,W,-4,-1,-3,-3,-4.0
807,A,1,3,L,L,D,W,L,L,-7,-5,-2,-2,-13.0
808,A,6,8,W,W,L,D,D,W,-2,4,-2,-2,14.0
809,A,6,8,W,L,W,D,W,D,1,5,-2,-2,13.0
810,H,9,4,W,D,D,L,L,D,2,-2,5,5,2.0
811,H,5,8,L,L,D,W,L,W,-2,3,-3,-3,3.0
812,H,9,8,W,L,L,L,W,D,5,1,1,1,2.0
813,A,5,10,L,D,W,W,W,L,-3,6,-5,-5,4.0
814,H,6,5,W,W,L,W,L,D,-4,-3,1,1,9.0
815,D,6,5,L,W,L,L,L,D,-2,-1,1,1,10.0
816,H,10,1,L,W,W,L,L,L,2,-8,9,9,2.0
817,H,5,6,D,W,D,W,L,W,-2,0,-1,-1,12.0
818,H,11,6,W,D,W,L,W,W,6,-3,5,5,-15.0
819,H,9,6,D,D,D,W,W,L,4,-4,3,3,-18.0
820,H,8,13,L,L,W,W,L,W,0,3,-5,-7,-6.0
821,H,8,8,L,W,L,W,D,W,2,1,0,-1,-8.0
822,H,7,5,W,L,L,L,L,D,0,-6,2,0,-13.0
823,D,5,6,L,W,L,L,L,W,-4,-4,-1,-2,-3.0
824,D,2,7,D,L,L,D,L,W,-8,-2,-5,-5,-13.0
825,H,6,8,L,W,L,W,L,L,-3,-1,-2,-1,-7.0
826,H,6,12,D,L,L,W,W,L,-1,6,-6,-4,5.0
827,D,11,12,D,W,W,W,W,D,6,5,-1,-1,7.0
828,A,8,7,W,D,W,W,L,L,1,0,1,4,16.0
829,D,6,5,L,L,W,L,W,L,-4,-4,1,2,5.0
830,A,7,11,D,L,L,W,L,L,-4,1,-4,-3,11.0
831,A,13,5,D,W,W,W,D,L,5,-7,8,5,-1.0
832,H,8,11,L,W,L,L,D,W,-2,4,-3,-3,2.0
833,A,12,17,L,W,W,W,W,W,5,10,-5,-7,4.0
834,A,8,15,D,D,L,W,W,D,-2,7,-7,-4,18.0
835,H,5,9,L,L,L,W,L,W,-8,-2,-4,-5,9.0
836,A,13,11,L,W,L,W,L,W,2,3,2,0,-3.0
837,A,9,9,L,W,W,W,D,L,-5,0,0,4,10.0
838,H,11,7,W,L,W,D,L,L,3,-4,4,2,-4.0
839,H,10,9,W,W,L,L,W,W,2,-5,1,-2,-16.0
840,H,7,8,D,D,L,L,D,D,-4,-5,-1,0,-9.0
841,A,5,8,L,W,D,L,L,W,-8,-2,-3,-3,-13.0
842,H,20,8,W,W,W,W,L,L,13,-7,12,9,-16.0
843,D,9,12,L,W,L,L,L,W,-3,2,-3,0,3.0
844,A,12,13,W,W,D,L,L,W,2,-1,-1,1,1.0
845,H,14,7,W,L,D,L,D,L,5,-6,7,6,-1.0
846,H,18,13,W,W,W,L,D,W,10,4,5,3,-4.0
847,H,14,11,W,W,L,W,L,W,3,0,3,3,-12.0
848,H,12,13,W,W,D,W,W,W,2,3,-1,-2,6.0
849,H,11,20,W,L,W,W,W,W,0,13,-9,-7,14.0
850,D,15,17,D,W,L,W,W,W,5,6,-2,-1,10.0
851,A,13,21,D,L,L,W,W,W,2,11,-8,-6,3.0
852,A,8,13,L,L,D,L,L,D,-7,3,-5,-5,14.0
853,A,8,8,L,W,L,W,L,W,-9,-7,0,-4,10.0
854,D,9,11,L,L,L,W,L,L,-8,-1,-2,-1,0.0
855,H,7,17,L,L,D,W,W,W,-7,8,-10,-11,2.0
856,H,16,7,W,L,L,L,L,D,0,-8,9,5,-7.0
857,A,10,10,D,L,W,W,D,D,-3,-2,0,-1,-3.0
858,A,15,8,D,W,L,W,L,W,5,-7,7,1,6.0
859,A,23,12,W,W,W,L,W,W,15,1,11,8,-9.0
860,A,12,8,D,W,L,L,L,L,-1,-10,4,5,0.0
861,H,16,10,W,L,L,D,L,L,6,-8,6,3,-14.0
862,H,24,19,W,W,W,W,W,L,12,2,5,6,-7.0
863,D,18,10,D,W,W,L,D,L,6,-4,8,6,-5.0
864,D,17,13,L,W,W,L,D,L,7,1,4,5,7.0
865,H,16,10,W,L,W,W,L,L,1,-6,6,8,-10.0
866,H,13,15,W,W,D,L,D,W,-1,4,-2,3,-2.0
867,A,11,14,W,W,L,W,L,W,-6,-2,-3,1,-8.0
868,D,8,8,D,L,L,L,L,W,-8,-10,0,-1,-1.0
869,H,12,8,D,W,L,D,L,L,-1,-8,4,5,4.0
870,H,27,11,W,W,W,L,W,W,13,-7,16,6,-5.0
871,H,19,16,D,D,W,W,W,W,6,1,3,0,-8.0
872,A,10,11,L,D,L,W,L,L,-10,-8,-1,-3,0.0
873,D,18,11,W,W,L,D,L,D,5,-4,7,7,2.0
874,D,10,9,L,W,L,D,L,L,-7,-10,1,0,-3.0
875,A,15,23,L,L,D,L,L,W,2,13,-8,-5,12.0
876,A,14,17,D,L,D,W,W,L,1,-1,-3,-7,-10.0
877,D,19,19,L,W,W,W,W,L,1,8,0,-1,3.0
878,H,19,18,W,W,L,D,L,W,3,7,1,2,-8.0
879,H,23,19,L,L,W,W,W,L,13,3,4,-3,-3.0
880,H,12,15,D,D,L,L,L,L,-4,1,-3,-1,-5.0
881,D,9,10,D,L,D,L,L,D,-10,-11,-1,1,-4.0
882,H,20,15,D,W,W,W,L,D,8,-1,5,0,-14.0
883,H,20,11,W,W,W,D,L,W,0,-7,9,8,1.0
884,H,14,22,W,W,L,W,D,D,-7,7,-8,-5,17.0
885,H,18,30,L,D,L,W,W,W,5,15,-12,-8,10.0
886,D,16,19,L,W,W,D,W,W,0,5,-3,0,1.0
887,H,10,20,D,D,L,D,L,W,-10,1,-10,-2,8.0
888,A,11,14,L,L,W,L,D,L,-9,0,-3,4,2.0
889,H,26,20,W,L,L,D,L,W,14,1,6,2,-8.0
890,H,23,21,W,D,W,W,L,D,11,6,2,3,-6.0
891,A,17,11,W,W,W,L,D,L,-5,-8,6,5,6.0
892,H,22,17,W,L,W,D,L,W,3,0,5,-1,-7.0
893,D,11,15,D,L,L,W,D,D,-11,-2,-4,-4,12.0
894,D,15,15,L,W,L,L,L,L,-4,-1,0,6,7.0
895,A,20,23,D,D,W,W,W,W,5,1,-3,-4,-5.0
896,A,17,12,W,L,D,W,D,L,1,-8,5,0,-11.0
897,D,30,13,L,W,W,W,D,D,14,-8,17,7,-15.0
